views_per_month,age_months
0.91,47.50
1.04,118.98
0.16,48.83
14.20,77.46
0.18,28.53
9.25,61.31
12190.08,2.68
0.12,108.32
0.62,67.47
0.08,50.70
0.05,43.29
851.80,122.03
11.73,17.39
0.76,18.44
0.24,54.44
0.77,51.92
0.41,181.44
2.04,15.21
0.14,84.16
0.74,9.48
2.64,68.26
0.04,122.88
13.12,37.89
0.08,24.04
0.04,119.55
0.01,78.84
10.49,3.72
0.31,90.16
5.24,21.57
8.74,66.46
15.93,21.96
0.11,151.39
0.08,99.58
31.60,6.33
3.50,40.02
0.16,161.60
0.46,59.10
1.77,208.86
1.44,9.02
3.29,16.13
3.14,17.22
2.13,14.55
1.01,54.50
0.89,110.40
8.09,63.16
7.45,74.62
0.18,89.41
4.11,108.49
0.01,165.69
0.02,104.28
0.11,52.53
0.64,23.51
15.71,75.31
6160.09,8.59
0.00,108.90
7.53,80.65
0.70,39.84
0.12,51.32
0.77,101.79
2.94,48.29
0.28,50.64
0.15,13.39
0.12,32.05
136.93,6.43
25.91,1.43
10.78,158.31
0.00,74.43
0.73,61.65
0.73,9.62
0.44,47.74
0.55,16.22
0.69,52.06
0.05,66.49
1.44,10.39
28.10,105.67
12.83,24.40
7.80,107.39
0.04,22.75
0.00,67.96
112.41,59.29
0.15,107.25
0.96,92.44
0.31,41.42
4.46,19.29
0.32,18.62
32.41,95.25
730.81,23.69
0.62,4.84
0.14,85.19
3.44,102.63
0.97,202.77
0.88,224.03
1.20,93.50
0.08,26.30
0.26,80.32
0.18,169.08
347.16,27.59
0.00,114.77
2.59,30.53
0.37,70.20
1.36,101.83
0.66,75.90
1.13,34.36
0.04,162.31
29.35,116.15
2.98,8.04
1.10,34.65
0.12,169.46
10.37,45.34
0.36,117.66
1.00,54.09
613.20,19.43
109.38,84.29
29.48,46.81
1.20,50.73
0.19,42.51
0.56,28.76
2.52,67.07
3.91,3.58
0.26,124.54
0.00,77.12
0.13,82.42
0.25,52.92
331.00,39.48
8.98,170.64
23.12,26.21
2.32,8.60
0.35,74.13
12.80,63.38
43.35,48.00
0.06,35.99
0.10,52.31
0.36,64.58
0.07,158.63
0.44,115.79
2.38,70.48
0.24,20.43
2.65,7.54
0.08,35.33
3.81,40.45
0.21,84.82
0.18,90.75
0.26,56.67
1.49,122.24
0.85,41.04
0.11,43.57
140.27,35.79
1.15,52.87
7.38,22.37
0.15,73.79
0.89,21.29
1.01,5.92
2.73,47.27
7.41,29.70
1.80,17.80
11.11,54.91
19.41,8.30
276.65,142.13
13.11,19.15
1.43,51.65
64.53,28.67
0.42,48.13
0.28,29.09
0.00,47.35
0.22,117.52
7.52,73.58
1.19,53.62
0.47,59.11
0.77,84.72
18.60,0.32
0.02,48.71
0.35,154.44
1.21,4.94
4.65,46.20
2.92,31.89
0.06,62.56
1.03,0.97
0.38,60.98
2.46,15.86
359.81,8.70
1.78,55.70
1.22,58.00
3.65,85.84
3.56,25.02
56.24,102.64
13.56,203.73
0.00,7.94
1.17,32.61
0.04,53.04
0.48,61.87
125.36,2.56
30.39,17.41
99.24,84.63
0.05,39.92
0.30,30.25
0.47,17.11
0.14,49.71
0.33,35.85
0.03,120.72
1784.26,39.61
0.18,33.17
0.24,20.72
0.90,113.14
2901.52,20.57
0.03,115.88
0.92,47.84
1.39,117.63
2.01,40.71
0.02,53.19
0.00,37.27
4.70,69.53
0.02,55.02
3.35,72.85
1.72,153.07
0.14,104.24
1.66,9.04
0.25,109.12
0.08,169.63
45.17,50.72
0.01,95.08
0.68,51.18
0.11,120.68
4.14,52.44
0.51,103.23
0.26,64.89
6.31,102.75
245.77,59.84
1.56,18.64
0.24,12.69
12.60,78.63
26.63,45.09
131.87,55.93
16.30,26.38
1.35,30.32
5.00,4.80
0.00,95.35
0.30,26.89
2.42,119.58
0.72,66.71
24.36,51.43
0.42,43.29
277.66,108.23
0.36,64.49
2.40,81.37
5.04,25.42
1.71,72.67
0.07,14.51
0.53,115.80
3.94,10.15
0.00,139.29
0.04,47.27
0.03,102.40
0.00,22.94
304.64,2.42
0.00,55.22
0.07,170.95
0.06,90.46
0.29,97.90
5.98,9.53
0.35,76.70
9.47,105.21
4.18,33.05
0.49,24.40
0.65,20.09
0.57,91.49
0.41,132.00
0.37,54.12
4291.69,0.03
0.47,23.50
12.78,23.17
9.84,29.88
3.33,65.49
0.14,75.91
0.07,58.10
0.79,76.15
1.12,157.89
3.27,52.26
0.39,66.38
0.84,3.57
1.20,5.01
0.00,9.51
0.03,72.72
3.45,62.55
0.25,173.05
30.77,2.57
79.68,1.24
0.04,55.45
33.11,12.47
10.72,6.81
12.71,24.08
44.42,30.71
3.47,141.36
0.00,21.43
1451.25,8.70
0.55,20.02
0.61,16.50
67.49,62.29
0.11,9.03
92.76,73.94
1.01,23.71
0.17,161.32
0.00,14.15
2.02,55.00
0.44,13.77
0.33,149.99
0.04,168.22
0.08,90.19
2.23,81.14
149.68,25.73
0.74,76.14
1.38,3.62
0.13,81.77
0.56,111.71
1.35,169.44
0.21,28.11
0.68,29.35
1164.95,44.25
0.06,47.88
0.51,11.75
0.66,57.49
0.64,23.27
1.04,93.06
0.08,52.59
0.09,53.06
21.83,121.69
0.17,119.47
0.05,58.11
31.74,22.49
0.03,59.38
1.09,90.29
0.19,120.99
1.22,48.38
0.60,77.21
0.17,122.85
0.12,100.17
0.55,25.28
15.54,23.55
1.93,23.88
5.35,42.27
558.22,5.80
156.09,7.89
0.05,85.28
1.70,79.20
12.65,13.13
48.23,54.37
0.00,21.90
0.24,21.19
0.22,68.51
23.10,1.17
458.88,124.09
3.53,38.29
0.12,118.10
0.61,143.13
0.12,154.29
3.23,91.76
0.12,136.44
0.43,60.56
0.10,80.12
26.61,39.64
1.29,51.36
41.67,5.78
0.50,16.12
4.27,47.57
0.00,13.42
0.92,52.06
2.04,9.29
0.46,60.70
0.20,44.17
214.97,31.92
1.61,6.83
15.96,4.64
12.77,5.01
0.29,58.65
11.11,105.88
78.14,48.55
18.67,74.68
0.00,13.98
1.09,20.09
2.68,62.35
2.86,8.73
54.54,143.44
0.00,100.04
0.42,96.28
0.76,19.77
1114.33,103.71
30.19,41.20
16.24,120.40
0.56,83.63
0.70,24.16
28.81,53.49
0.61,124.89
34.59,19.60
1.87,175.82
28.34,0.56
33.69,8.82
2.44,62.41
1.86,16.11
0.08,94.81
0.55,52.97
1.47,25.13
0.50,104.49
1.76,22.70
0.11,92.57
5.96,58.51
0.09,44.15
4.77,147.04
0.16,118.37
0.00,27.49
942.21,47.67
407.44,35.58
3.30,48.52
0.06,68.29
10.56,38.06
0.02,46.63
0.32,38.07
6.95,16.13
1.70,3.53
0.00,0.32
2.40,60.04
0.81,172.21
0.33,18.40
0.07,55.05
6.49,27.58
0.03,57.91
1.67,10.76
0.18,127.14
0.43,7.04
1.34,80.78
9.82,28.01
0.26,79.51
5.52,137.07
556.68,23.98
0.00,102.83
0.06,70.67
4.14,31.19
12.02,36.11
0.02,42.06
307.55,11.49
0.56,10.71
0.05,160.17
1.31,129.51
0.00,2.16
8.25,6.30
0.20,71.31
4091.37,82.79
0.90,11.12
0.30,70.37
27.13,126.57
0.10,72.03
0.02,57.72
0.25,11.91
0.66,48.15
0.25,28.51
1.36,76.29
1.30,108.31
96.76,37.37
75.79,7.27
10.49,1.81
7.24,46.66
0.34,149.07
0.92,68.85
0.08,51.43
93.12,1.33
95.33,82.85
0.09,163.67
2.38,29.46
16.88,181.14
1.33,15.03
5.94,63.01
0.13,53.80
0.19,31.50
42.36,19.90
1788.46,0.19
0.14,48.41
0.91,56.10
4.13,100.89
1.68,46.35
0.09,45.11
3987.96,3.76
0.07,58.11
0.88,35.30
0.06,34.82
113.59,16.00
3839.23,2.19
1.09,136.17
0.74,24.33
10.90,31.55
0.00,50.40
0.52,78.51
0.00,50.30
1.13,43.31
2.70,24.45
0.05,78.99
2.35,17.44
20.21,28.41
93.31,18.06
46.97,54.56
0.00,67.41
4.62,41.59
883.24,104.55
0.56,33.96
3.29,119.91
0.31,25.40
1.23,12.15
1.94,2.58
0.77,165.31
12.89,11.72
0.39,12.74
99.56,16.53
0.11,47.08
1.27,48.13
0.11,26.48
0.74,221.18
3547.45,83.49
0.00,10.80
0.02,49.65
0.02,56.55
0.02,62.06
9.79,63.62
8.47,17.60
0.07,56.22
0.00,4.89
3.04,132.31
71.06,0.84
0.90,112.33
27.25,64.43
0.02,40.84
6.44,39.13
7.63,109.40
0.03,75.37
160.19,21.00
2.24,226.40
2.19,62.23
1.69,60.82
0.42,35.51
5.08,30.69
0.78,15.32
0.01,98.50
29.34,30.02
5.02,115.85
0.10,60.58
2.42,104.85
0.03,89.84
0.06,48.01
65.55,98.83
37.68,50.13
0.04,111.50
1.63,36.91
2.34,66.58
1.51,23.91
0.68,48.53
0.06,68.07
12.79,2.35
10.16,8.47
0.20,122.35
0.05,75.39
21.22,6.22
178.03,58.47
6.40,23.90
0.23,110.70
0.67,11.91
0.38,193.10
0.21,9.74
0.94,171.09
1699.19,71.28
0.25,16.21
3.89,19.30
5.21,2.49
10.17,5.70
17.07,8.38
11.52,31.07
5.67,59.22
1.86,191.71
0.00,25.43
7.02,65.23
1.85,3.24
58.48,12.11
0.78,42.17
0.00,56.70
100.69,70.89
0.03,37.55
6.44,66.88
1.67,95.85
4.99,68.95
7.30,19.32
6.14,4.72
2.83,113.60
0.08,103.30
0.02,46.69
0.20,142.95
2.12,24.05
3.61,117.26
0.10,40.24
3.53,39.63
11.29,166.46
81.78,44.01
0.42,85.67
8.38,18.98
3.13,19.51
6.83,8.50
4.65,5.38
11.94,32.16
2.84,15.48
0.47,10.58
3.52,9.09
2.24,36.53
0.02,57.69
4.30,48.57
0.02,44.18
4.39,38.92
0.07,107.26
0.05,57.48
7.44,45.69
8.77,53.91
0.00,57.19
5.50,18.89
0.19,26.24
93.96,19.40
0.01,72.95
52.76,2.80
3.12,21.51
0.03,114.23
3.65,47.64
2.04,169.51
1.07,48.80
0.39,51.93
0.88,166.13
0.00,46.50
4.65,5.81
2.23,117.96
12.27,85.64
0.34,116.23
0.02,85.45
0.55,61.96
19.24,44.33
0.77,5.19
2.71,104.66
0.95,24.31
0.47,158.21
0.09,63.48
0.04,69.01
1.99,21.56
22.08,24.23
38.14,81.15
7.12,6.32
774.01,2.20
110.58,42.27
1.29,19.39
0.01,78.72
5.55,19.47
2.08,10.09
0.00,5.04
105.64,4.17
1.03,35.01
0.06,63.76
22.78,113.45
1.15,22.63
0.11,79.26
0.60,83.01
0.61,72.53
0.05,65.42
0.17,177.68
2.74,56.23
4.11,2.44
0.11,55.78
20.35,13.12
1.80,1.67
61.96,21.94
168.27,49.56
0.35,11.35
69.92,42.15
28.00,66.67
571.59,0.72
0.68,56.03
0.64,51.84
118.39,180.06
3.83,65.25
0.07,90.42
0.21,24.26
3.14,18.47
0.16,83.46
20.13,60.01
9.39,18.43
0.55,36.59
172.35,132.63
0.41,68.72
100.06,0.17
0.04,73.12
5.74,84.04
23.34,13.32
0.19,21.26
0.66,113.71
6.64,0.30
16.39,25.57
0.07,54.93
24.39,45.87
2.53,111.06
0.04,45.61
0.25,48.82
0.14,68.99
2.75,21.48
0.02,46.50
0.67,107.78
0.03,68.10
0.08,99.26
0.97,36.99
0.07,74.73
0.25,71.26
0.37,54.73
0.14,75.87
0.20,75.95
1.04,38.55
0.05,154.52
5.53,24.06
6.73,0.89
14.83,29.21
2.87,119.80
1970.64,28.23
1.88,98.99
8.57,77.11
0.10,20.09
0.92,82.68
1.44,65.37
11.14,87.91
60.72,9.86
13.79,49.59
18.80,90.53
2.56,60.86
2.01,84.78
0.30,74.11
86.25,26.18
0.08,11.96
0.13,60.58
0.23,72.55
4.92,198.68
1.31,75.44
2.28,22.83
0.56,87.70
0.50,227.79
2.85,2.46
0.08,132.73
43.88,39.58
3.43,44.04
1.13,93.51
0.40,60.47
0.61,72.70
304.90,134.13
0.52,112.11
1.65,64.14
0.04,47.08
1.06,63.43
220.27,15.19
0.09,105.78
0.22,49.67
0.00,29.72
4.03,11.42
7.04,8.81
0.05,77.03
2.03,78.42
0.70,161.74
37.02,102.70
0.10,167.85
5.04,8.72
19.08,68.04
1.80,70.16
6.41,61.62
0.00,29.81
0.06,35.39
0.57,59.36
0.90,66.90
0.56,61.98
0.02,86.54
69.28,25.89
17.47,38.12
157.87,165.14
0.38,23.69
0.61,112.19
1.77,38.36
0.16,55.30
105.44,24.07
0.20,39.34
2.32,17.24
0.39,28.25
0.00,0.58
17.76,141.97
0.67,13.44
8.69,73.33
0.59,3.41
0.15,45.98
0.19,15.68
0.07,29.39
5.49,55.87
0.41,240.34
100.66,136.72
0.15,34.40
0.26,19.06
2.47,16.18
242.40,55.00
1.10,9.09
182.16,51.48
2.01,88.47
3.05,34.11
0.12,111.91
33.29,18.74
17.40,38.40
0.67,14.87
1091.48,14.81
1.61,47.06
0.06,49.94
0.42,94.93
0.07,54.89
28.36,7.40
11.45,9.09
0.04,52.60
6.32,76.16
0.13,39.27
4.90,43.30
3.84,23.44
40.80,32.74
0.05,58.67
8.60,33.14
0.51,60.84
1.81,26.46
0.43,48.90
75.69,0.20
1.58,15.83
0.17,105.95
0.00,80.42
0.19,135.18
0.19,104.01
0.00,56.85
0.00,3.38
0.16,51.27
44.04,65.08
0.10,88.93
13.45,181.03
1.02,49.79
239.95,0.15
0.07,150.32
17.42,12.74
3.45,92.27
0.44,25.11
35.35,13.24
15.85,2.33
66.06,16.73
0.87,82.33
2.14,24.77
0.36,60.69
0.35,46.36
71.80,47.23
10.88,62.48
0.76,88.33
58.95,11.65
0.43,25.81
0.22,23.01
0.13,153.47
12.19,224.85
0.03,38.88
0.02,45.35
25.78,145.31
1.83,85.27
0.31,15.88
0.83,16.81
0.07,60.53
2.47,64.06
0.48,18.71
2.70,209.90
0.84,23.78
5.73,23.72
3.59,57.66
16.52,2.00
0.11,35.53
24.37,42.43
138.84,16.54
0.75,95.45
0.68,20.58
20.95,112.63
7.44,44.90
1.92,11.48
20.36,7.51
0.56,30.30
0.49,64.85
0.22,63.10
51.22,11.28
3.68,25.25
0.44,65.38
11.36,12.94
0.04,111.95
11.24,16.64
0.42,40.47
2.64,60.22
0.82,37.63
10.11,64.60
0.44,64.22
0.00,3.01
0.04,120.16
3.75,18.39
0.08,72.25
0.34,61.19
0.73,37.03
3.09,125.85
16.70,5.81
0.05,76.65
90.91,1.82
0.09,53.87
1.02,183.05
13.46,16.42
0.28,107.38
659.91,39.97
14.57,51.68
0.03,118.08
1.10,99.64
0.05,40.34
1.05,171.83
3.34,2.99
0.25,71.45
39.83,56.67
0.12,176.08
1.82,74.00
3.84,6.25
0.32,180.09
0.46,41.68
16.30,22.09
0.00,4.51
1.65,137.18
0.08,92.76
0.65,39.89
0.85,43.71
11.99,101.95
6.63,43.17
52.73,22.68
0.41,100.72
0.48,31.13
0.08,23.60
0.78,73.45
6.36,164.75
0.03,77.22
0.40,75.31
0.50,105.16
100.89,56.47
91.07,18.04
0.47,17.03
2.52,13.08
0.08,162.63
0.17,52.65
780.10,102.47
10.59,2.55
1.54,44.74
28.78,19.91
0.00,21.21
0.02,100.81
31.98,2.53
0.00,58.27
66.23,52.71
319.26,241.29
0.20,40.47
7.21,77.99
0.25,63.82
1.69,15.37
2.26,24.73
1.37,14.65
5.41,104.16
0.08,39.25
1.67,12.60
8.24,47.08
0.06,85.63
0.12,32.99
0.92,1.08
0.22,8.96
23.74,3.08
0.25,72.23
50.16,3.69
115.66,17.92
0.35,8.67
61.77,48.92
0.04,25.50
201.39,54.30
0.67,95.02
51.49,46.47
3.33,72.17
0.26,15.33
45.12,1.82
78.01,0.46
1.30,13.81
141.73,14.19
8.90,72.95
0.87,38.09
0.14,29.00
1.08,4.62
2.31,28.62
1.06,113.44
0.18,60.23
0.01,153.37
4.37,2.74
0.14,35.81
214.99,1.80
1.45,53.62
22.52,3.29
233.34,10.70
260.88,23.28
0.02,41.02
5.72,52.93
5.32,15.42
0.03,74.58
4.51,46.51
0.18,81.56
0.00,2.01
1.89,77.16
0.30,118.53
2.90,20.33
0.23,181.46
2.96,127.95
0.08,37.75
0.64,205.75
37.25,5.64
0.24,42.22
0.05,112.20
1.21,69.62
0.25,56.24
0.03,200.55
21.19,85.72
0.59,8.42
0.31,19.41
3.21,164.94
0.91,31.70
0.17,137.86
0.01,133.21
94.24,30.64
10.76,24.44
12.09,33.99
1.83,66.51
0.14,63.12
0.03,73.89
0.98,69.21
0.26,62.57
0.89,9.01
26.98,14.53
0.00,24.21
0.55,133.96
59.57,57.74
0.03,140.80
0.21,19.41
0.23,25.80
0.99,27.30
0.75,78.75
99.18,42.74
0.22,31.13
0.01,107.00
0.11,46.65
0.29,55.08
11.27,72.21
536.93,0.18
5.29,10.77
0.46,82.06
0.23,17.74
0.50,64.01
2260.42,0.09
0.24,67.76
0.94,9.61
3.27,67.64
29.51,9.32
7.41,10.80
0.10,131.40
0.42,30.74
1066.67,27.91
0.07,13.58
0.80,77.37
0.03,65.08
0.38,13.22
10.76,16.82
0.14,70.81
0.25,19.88
4.43,141.23
187.52,27.45
1.73,58.80
1.63,161.68
8.04,34.20
4.54,65.93
0.31,148.93
4.27,2.34
0.48,23.08
183.05,6.46
0.61,14.77
0.85,149.95
0.00,32.97
3.65,31.53
1.33,67.86
0.14,27.74
18442.04,17.17
4.30,2.56
172.77,2.90
0.14,105.25
0.00,23.14
79.63,1.75
7.77,72.98
0.57,38.58
1.13,92.70
0.10,10.52
2.60,147.90
0.07,135.30
0.08,24.83
0.01,93.90
0.04,110.49
0.14,120.04
1.13,53.24
0.05,61.19
0.37,72.94
1.71,9.97
0.07,40.17
0.06,50.45
0.29,126.93
2.86,39.82
0.20,61.42
37.36,0.08
0.09,68.41
12.82,2.50
0.13,114.15
54.49,0.55
0.44,42.98
49.93,33.17
63.90,43.42
470.60,2.32
67.39,24.84
0.00,84.08
0.00,2.18
2801.66,25.88
256.30,63.80
0.45,62.77
29.32,17.84
0.05,63.77
1082.16,0.16
2.42,48.67
3.54,9.32
0.16,83.37
188.31,6.72
2.47,42.43
65.21,0.44
15.31,26.45
0.12,48.86
0.69,33.13
4.34,63.52
0.12,73.87
0.89,95.62
0.03,170.63
1.65,9.11
2.13,27.18
0.74,64.49
1.59,20.78
0.11,17.58
0.02,125.97
0.00,4.16
3.35,7.16
0.00,50.93
0.87,32.05
1.22,7.40
0.70,172.07
0.12,85.52
0.14,20.72
13.39,85.07
12.20,34.02
2.73,103.08
5.29,23.25
1.13,63.02
17.28,5.15
0.02,95.13
10.29,5.05
12.24,29.16
5.90,8.98
0.20,61.12
57.47,0.33
12.08,89.14
0.25,88.45
243.50,0.03
1.60,15.00
0.28,97.97
32.72,23.84
1.84,124.71
30.56,109.44
1.07,24.40
14624.12,9.42
0.21,81.76
0.04,141.02
0.03,146.36
641.52,70.46
37.70,68.80
0.30,13.39
0.82,10.94
0.63,39.41
6.60,2.12
11.97,16.38
3.76,11.70
0.16,69.63
1.84,91.44
0.38,39.62
0.40,166.53
47.76,0.34
0.04,46.36
0.02,89.27
0.13,92.56
0.42,110.60
9.73,20.56
0.14,50.20
0.55,63.09
0.01,73.29
1.38,52.18
0.12,40.97
55.17,22.24
74.32,0.35
2.22,140.37
0.00,30.28
71.37,23.41
1.95,40.93
0.11,73.27
0.11,56.46
0.00,1.31
2.67,9.75
0.66,47.08
0.05,43.37
55.14,17.74
0.78,49.83
0.01,138.66
1.05,27.53
5.06,6.52
2.65,68.43
71.94,70.89
2.39,26.36
0.05,115.74
1.46,20.60
0.45,62.32
0.64,64.02
0.10,9.94
0.55,47.36
1.13,8.83
7.54,1.86
0.01,77.17
0.01,122.31
0.63,58.63
0.06,48.33
0.42,28.27
33.58,22.31
0.27,14.76
0.08,87.82
0.25,64.51
0.50,37.98
0.33,15.08
2.41,18.25
0.16,95.47
43.41,0.32
0.10,142.56
15.61,49.89
0.07,87.41
36.81,34.40
0.47,29.98
7.91,79.76
0.22,74.05
0.01,71.54
9.86,2.84
0.11,53.33
1.38,60.80
0.20,15.09
38.75,36.88
1.32,11.40
1.06,131.33
213.28,43.59
8.33,56.21
13.46,27.86
4.34,94.48
0.40,32.82
226.80,1.73
2.42,17.75
0.31,9.72
0.61,81.76
0.08,79.83
0.09,31.82
38.47,58.99
0.94,62.03
159.77,3.92
0.21,23.53
1.86,3.77
0.13,61.65
59.32,51.53
0.00,36.78
3.15,13.63
4.46,13.67
0.04,22.78
0.05,151.34
6.19,69.25
15.95,8.40
6.20,72.08
1.30,27.66
0.20,25.45
93003.43,0.28
0.21,109.52
108.70,95.56
0.26,7.81
5.68,72.57
2.52,5.55
0.00,0.39
0.25,68.81
11.07,22.04
5.42,135.72
219.60,28.07
0.83,179.90
0.04,55.58
0.40,66.80
3.21,73.44
0.04,94.34
0.59,46.15
35.94,101.81
0.94,20.17
2.57,20.62
14.12,7.15
0.03,37.50
1.05,41.12
0.72,87.04
29.21,17.98
0.04,25.88
3.82,22.78
20.76,58.62
16.25,68.35
7.44,1.48
6.84,57.87
0.53,47.00
0.01,202.70
0.17,58.57
3.49,34.64
0.18,27.16
21.07,142.93
0.78,20.46
0.13,7.42
4.10,5.60
10.01,25.58
0.53,26.26
1.65,32.82
0.13,63.07
0.06,140.15
0.18,165.28
0.62,27.31
20.65,14.14
0.05,74.54
0.07,56.48
53.48,11.80
0.19,83.31
0.03,97.17
15.94,72.57
5.44,82.73
3.14,126.94
0.11,74.68
292.39,64.77
34.25,10.57
2.71,73.35
4.28,30.59
0.91,130.51
5.58,71.02
5.35,11.03
11.05,41.98
3.66,19.92
0.02,55.71
2.55,32.88
0.00,93.16
12.12,2.31
0.00,143.65
26.61,158.94
0.00,15.99
0.71,105.89
2.28,112.25
8.66,114.66
1.78,21.91
6012.01,0.48
0.04,70.08
0.10,38.35
28.26,23.53
0.59,166.47
24.69,189.05
0.58,56.55
4.36,59.23
0.45,22.01
0.27,40.21
315.77,36.58
260.37,46.31
0.33,21.49
0.17,18.02
0.59,99.22
1651.64,73.45
3.47,97.48
101.49,3.76
21.31,2.39
42.76,6.31
0.54,118.78
0.01,120.25
0.42,119.77
2795.60,98.13
3.87,49.58
6.65,16.53
3.18,65.46
1.24,112.39
0.07,104.98
12.65,110.10
0.00,28.92
86.57,85.87
31.45,72.09
1432.94,0.87
0.42,66.55
11.10,181.37
0.10,80.44
67.18,9.66
6.82,6.89
0.28,39.13
0.50,44.40
0.39,92.78
0.33,18.17
10.51,51.08
15.66,65.45
4.57,80.25
0.25,44.16
0.43,20.91
1.55,103.07
0.14,51.66
0.00,90.95
1.05,69.31
61.32,15.49
1.08,31.42
0.46,114.40
8.15,4.17
2.48,97.40
0.82,32.97
0.50,159.55
7.92,6.06
209.93,21.77
1.04,77.76
0.34,23.69
4.89,67.53
0.14,35.31
27.28,1.76
0.23,64.12
0.22,123.29
0.09,34.00
4.04,136.76
5.76,6.94
0.00,35.83
102.71,83.61
0.08,107.64
2.28,18.42
0.11,27.38
0.14,49.72
0.02,62.30
1172.07,13.32
0.01,84.31
43.66,22.86
1.34,62.07
3.76,57.21
0.34,91.98
0.12,41.95
218.41,62.48
7.39,5.82
213.14,114.46
0.24,170.63
0.09,32.55
166.91,45.18
0.00,20.29
9.37,18.47
0.00,28.53
1.12,129.54
0.41,32.09
0.00,129.44
1.58,86.56
0.00,42.99
0.77,91.79
0.09,76.37
7001.05,82.09
0.19,70.23
0.00,106.87
0.44,49.56
9.27,40.56
11.68,1.46
8.32,66.21
25.56,36.03
10.33,54.02
0.50,118.32
0.01,80.13
395.62,40.50
0.59,42.72
16.51,59.59
0.45,50.58
0.04,26.69
1.01,6.95
0.46,149.11
5.11,34.45
24.90,0.72
192.19,20.83
1249.78,1.89
25975.13,60.90
0.11,72.92
1.97,45.26
40.12,41.53
39.39,93.55
7.32,8.34
15.73,88.71
0.41,29.31
2.65,3.78
0.00,55.65
0.13,76.48
6.33,53.08
0.38,98.09
0.24,111.47
0.02,59.55
0.04,164.71
3.06,201.67
42.88,18.87
0.51,21.62
0.32,72.00
0.36,67.36
0.09,102.51
232.56,1.33
1.32,35.63
0.09,46.39
0.04,27.85
0.45,35.25
2.56,130.92
39.21,28.80
0.00,54.34
0.01,106.12
0.20,39.28
0.10,66.89
0.17,115.66
2.25,78.65
0.51,74.49
3.52,237.49
1.08,48.04
3.38,44.10
24.78,158.74
466.02,31.83
2.28,4.38
0.63,54.26
0.10,9.72
11.50,53.81
0.00,60.12
0.17,80.46
6.20,58.70
1.41,82.94
1.07,207.35
11.00,9.27
108.09,13.49
1.25,156.28
0.64,50.37
0.12,16.17
15.05,3.59
24.79,65.99
110.93,12.05
3.35,153.77
0.04,106.95
1.68,35.74
137.19,46.38
1.96,1.02
0.09,21.79
59.38,80.41
276.54,60.40
6.73,8.33
1.00,43.20
0.30,26.53
0.56,53.72
8.14,109.49
5.39,28.39
10.18,4.23
1.45,35.18
1.37,88.60
50.96,87.29
57.73,21.74
0.57,5.31
0.44,47.94
0.00,24.33
0.01,71.06
1.09,74.59
0.05,41.29
0.05,44.26
6.04,111.01
3.82,116.43
0.10,92.93
0.48,56.12
0.21,43.32
38.31,27.20
0.29,93.49
2.91,6.87
48.32,1.70
3.03,9.25
0.00,5.89
23.17,19.12
0.23,149.85
0.05,44.05
0.69,50.52
1.57,89.53
0.79,73.32
2.13,131.29
0.21,179.98
0.01,94.93
1.46,90.68
0.51,53.43
2.81,33.44
19.65,70.60
1.72,81.40
0.50,166.81
2.30,23.94
0.93,10.78
3.70,147.68
2.66,92.63
0.60,74.40
0.30,112.53
0.09,94.98
1.16,37.07
21.91,4.38
0.26,34.42
0.46,79.79
8.79,19.11
2.35,181.54
0.92,14.07
1.04,23.99
0.91,47.44
89.27,38.09
1.16,144.53
2.67,90.79
1.07,90.52
0.45,201.51
0.37,147.57
0.47,120.23
0.25,24.46
0.31,9.60
0.46,64.70
33.68,2.43
0.73,31.49
0.11,177.86
0.73,97.58
2.01,7.95
2.15,145.73
2.15,22.35
1.32,26.60
10.16,74.90
0.82,10.94
1.67,6.60
4.04,0.25
3.27,34.20
0.11,92.88
0.04,111.13
0.65,38.51
6.39,64.97
1.89,29.11
0.17,35.80
28.25,33.13
37.31,17.58
0.18,39.75
0.11,109.45
0.04,52.93
1.05,6.67
2.92,31.14
9.99,22.33
0.20,39.59
1.53,195.29
0.00,0.95
0.95,108.87
0.00,55.26
0.46,48.22
0.04,111.98
98.85,2.43
2.64,63.36
88.09,180.77
12.50,53.27
0.01,172.61
17.07,2.23
0.00,26.09
0.00,10.84
63.88,0.50
0.24,12.45
68.65,116.52
3.89,26.24
0.54,140.01
0.88,161.84
1.05,210.34
1.95,20.46
7.77,18.42
26.26,43.00
0.14,71.71
0.25,36.13
80.70,92.91
1.24,189.61
2.11,82.06
0.71,43.57
17.32,100.78
0.34,47.27
0.00,3.24
17.87,118.95
0.33,196.94
4.08,13.72
9.55,129.20
0.55,54.15
1.27,10.99
3.26,6.45
0.68,1.46
0.00,95.93
3280.49,33.69
19.73,8.62
0.94,67.11
28.34,32.57
32.85,61.12
4.06,214.60
14.35,2.65
0.00,64.50
2.66,22.92
2.19,35.56
20.97,14.31
0.70,29.88
1.92,132.01
5.03,32.82
41.57,8.08
0.79,33.12
1.59,157.29
2.80,80.37
0.35,57.37
1.12,8.96
0.00,0.92
0.19,52.02
0.44,175.71
0.08,60.03
2.46,16.67
0.21,94.66
0.11,26.90
1291.65,0.69
0.59,6.79
0.91,6.61
0.12,68.39
217.22,171.73
0.63,67.00
0.84,51.12
1.53,14.41
0.48,24.99
0.56,30.43
0.28,81.86
55.36,58.53
34.34,123.03
2.42,24.41
0.07,69.74
0.00,19.09
9.59,11.06
0.60,100.04
0.99,27.14
0.98,10.21
